NRO	ID	PVM	TUOTE	HINTA
736	ASIAKAS_77	30.6.2014	A	10
958	ASIAKAS_101	30.6.2014	B	25
1036	ASIAKAS_109	30.6.2014	B	25
1441	ASIAKAS_151	30.6.2014	C	50
1719	ASIAKAS_180	30.6.2014	C	50
3489	ASIAKAS_367	30.6.2014	A	10
3967	ASIAKAS_417	30.6.2014	A	10
4402	ASIAKAS_461	30.6.2014	C	50
4418	ASIAKAS_463	30.6.2014	C	50
4980	ASIAKAS_520	30.6.2014	B	25
4992	ASIAKAS_521	30.6.2014	B	25
5018	ASIAKAS_524	30.6.2014	A	NA
5543	ASIAKAS_577	30.6.2014	A	10
5768	ASIAKAS_601	30.6.2014	B	25
6041	ASIAKAS_629	30.6.2014	A	10
6646	ASIAKAS_692	30.6.2014	A	10
7193	ASIAKAS_748	30.6.2014	C	50
7595	ASIAKAS_790	30.6.2014	B	25
7661	ASIAKAS_797	30.6.2014	B	25
9090	ASIAKAS_946	30.6.2014	B	25
9295	ASIAKAS_967	30.6.2014	C	50
9304	ASIAKAS_968	30.6.2014	B	25
9528	ASIAKAS_991	30.6.2014	C	50
9558	ASIAKAS_994	30.6.2014	A	10
9619	ASIAKAS_1000	30.6.2014	B	25
9877	ASIAKAS_1036	30.6.2014	D	70
10044	ASIAKAS_1061	30.6.2014	D	70
10347	ASIAKAS_1107	30.6.2014	D	70
11253	ASIAKAS_1248	30.6.2014	C	50
11758	ASIAKAS_1390	30.6.2014	D	70
12369	ASIAKAS_1563	30.6.2014	D	70
12392	ASIAKAS_1569	30.6.2014	A	10
12544	ASIAKAS_1612	30.6.2014	E	100
12661	ASIAKAS_1648	30.6.2014	E	100
12744	ASIAKAS_1672	30.6.2014	C	50
12761	ASIAKAS_1676	30.6.2014	C	50
12828	ASIAKAS_1695	30.6.2014	E	100
34	ASIAKAS_4	1.7.2014	B	25
371	ASIAKAS_39	1.7.2014	B	25
1231	ASIAKAS_129	1.7.2014	B	25
1871	ASIAKAS_196	1.7.2014	C	50
1954	ASIAKAS_205	1.7.2014	C	50
2147	ASIAKAS_225	1.7.2014	B	25
2232	ASIAKAS_234	1.7.2014	A	10
2449	ASIAKAS_257	1.7.2014	B	25
3142	ASIAKAS_331	1.7.2014	B	25
3275	ASIAKAS_345	1.7.2014	C	50
4231	ASIAKAS_444	1.7.2014	A	10
4361	ASIAKAS_457	1.7.2014	B	25
4419	ASIAKAS_463	1.7.2014	C	50
5561	ASIAKAS_579	1.7.2014	A	10
6223	ASIAKAS_648	1.7.2014	B	25
6584	ASIAKAS_685	1.7.2014	B	25
7316	ASIAKAS_761	1.7.2014	B	25
7744	ASIAKAS_806	1.7.2014	C	50
9713	ASIAKAS_1013	1.7.2014	C	50
9788	ASIAKAS_1024	1.7.2014	D	70
10122	ASIAKAS_1074	1.7.2014	C	50
10139	ASIAKAS_1076	1.7.2014	D	70
10708	ASIAKAS_1164	1.7.2014	D	70
11148	ASIAKAS_1232	1.7.2014	D	70
11744	ASIAKAS_1385	1.7.2014	E	100
11934	ASIAKAS_1436	1.7.2014	D	70
12146	ASIAKAS_1498	1.7.2014	D	70
12236	ASIAKAS_1524	1.7.2014	B	25
12354	ASIAKAS_1558	1.7.2014	E	100
12396	ASIAKAS_1570	1.7.2014	E	100
12839	ASIAKAS_1698	1.7.2014	D	70
152	ASIAKAS_16	2.7.2014	C	50
479	ASIAKAS_50	2.7.2014	A	10
516	ASIAKAS_54	2.7.2014	C	50
793	ASIAKAS_83	2.7.2014	B	25
1054	ASIAKAS_111	2.7.2014	B	25
1181	ASIAKAS_124	2.7.2014	C	50
1209	ASIAKAS_127	2.7.2014	A	10
1250	ASIAKAS_131	2.7.2014	C	50
1565	ASIAKAS_164	2.7.2014	B	25
2011	ASIAKAS_211	2.7.2014	A	10
2716	ASIAKAS_285	2.7.2014	B	25
2717	ASIAKAS_285	2.7.2014	C	50
2893	ASIAKAS_304	2.7.2014	C	50
3105	ASIAKAS_327	2.7.2014	B	25
3238	ASIAKAS_341	2.7.2014	B	25
3313	ASIAKAS_349	2.7.2014	A	10
3648	ASIAKAS_384	2.7.2014	A	10
4186	ASIAKAS_439	2.7.2014	C	50
4329	ASIAKAS_454	2.7.2014	A	10
4884	ASIAKAS_510	2.7.2014	B	25
5224	ASIAKAS_545	2.7.2014	C	50
5415	ASIAKAS_565	2.7.2014	B	25
5588	ASIAKAS_582	2.7.2014	B	25
6443	ASIAKAS_671	2.7.2014	C	50
6679	ASIAKAS_695	2.7.2014	C	50
6843	ASIAKAS_712	2.7.2014	B	25
6991	ASIAKAS_727	2.7.2014	C	50
7058	ASIAKAS_734	2.7.2014	B	25
7240	ASIAKAS_753	2.7.2014	C	50
7847	ASIAKAS_817	2.7.2014	B	25
8100	ASIAKAS_844	2.7.2014	C	50
9434	ASIAKAS_981	2.7.2014	B	25
9538	ASIAKAS_992	2.7.2014	B	25
9819	ASIAKAS_1028	2.7.2014	C	50
10438	ASIAKAS_1121	2.7.2014	C	50
10556	ASIAKAS_1140	2.7.2014	D	70
10781	ASIAKAS_1176	2.7.2014	C	50
10803	ASIAKAS_1179	2.7.2014	C	50
11412	ASIAKAS_1291	2.7.2014	E	100
11574	ASIAKAS_1334	2.7.2014	D	70
12402	ASIAKAS_1572	2.7.2014	E	100
823	ASIAKAS_86	3.7.2014	B	25
842	ASIAKAS_88	3.7.2014	B	25
1642	ASIAKAS_172	3.7.2014	B	25
2269	ASIAKAS_238	3.7.2014	C	50
2401	ASIAKAS_252	3.7.2014	C	50
2751	ASIAKAS_289	3.7.2014	C	50
2831	ASIAKAS_297	3.7.2014	C	50
4260	ASIAKAS_447	3.7.2014	B	25
4383	ASIAKAS_459	3.7.2014	A	10
4389	ASIAKAS_460	3.7.2014	B	25
4628	ASIAKAS_485	3.7.2014	A	10
4933	ASIAKAS_515	3.7.2014	B	25
5895	ASIAKAS_614	3.7.2014	B	25
6116	ASIAKAS_637	3.7.2014	B	25
6533	ASIAKAS_680	3.7.2014	A	10
6545	ASIAKAS_681	3.7.2014	C	50
7069	ASIAKAS_735	3.7.2014	B	25
7116	ASIAKAS_740	3.7.2014	A	10
7129	ASIAKAS_741	3.7.2014	C	50
7177	ASIAKAS_746	3.7.2014	A	10
7194	ASIAKAS_748	3.7.2014	A	10
7834	ASIAKAS_815	3.7.2014	C	50
7868	ASIAKAS_819	3.7.2014	B	25
8312	ASIAKAS_866	3.7.2014	A	10
9305	ASIAKAS_968	3.7.2014	B	25
9426	ASIAKAS_980	3.7.2014	A	10
9435	ASIAKAS_981	3.7.2014	B	25
9478	ASIAKAS_986	3.7.2014	A	10
9936	ASIAKAS_1045	3.7.2014	C	50
10522	ASIAKAS_1135	3.7.2014	C	50
10704	ASIAKAS_1163	3.7.2014	D	70
11149	ASIAKAS_1232	3.7.2014	C	50
11471	ASIAKAS_1307	3.7.2014	D	70
12191	ASIAKAS_1510	3.7.2014	D	70
12381	ASIAKAS_1566	3.7.2014	C	50
12566	ASIAKAS_1618	3.7.2014	A	10
1037	ASIAKAS_109	4.7.2014	B	25
2183	ASIAKAS_229	4.7.2014	C	50
2330	ASIAKAS_244	4.7.2014	C	50
2956	ASIAKAS_311	4.7.2014	B	25
3028	ASIAKAS_319	4.7.2014	A	10
3201	ASIAKAS_337	4.7.2014	C	50
3883	ASIAKAS_408	4.7.2014	A	10
3962	ASIAKAS_416	4.7.2014	A	10
4384	ASIAKAS_459	4.7.2014	A	10
4534	ASIAKAS_475	4.7.2014	A	10
4760	ASIAKAS_498	4.7.2014	C	50
5480	ASIAKAS_571	4.7.2014	C	50
5550	ASIAKAS_578	4.7.2014	C	50
5730	ASIAKAS_597	4.7.2014	B	25
5769	ASIAKAS_601	4.7.2014	B	25
5779	ASIAKAS_602	4.7.2014	B	25
6534	ASIAKAS_680	4.7.2014	A	10
6689	ASIAKAS_696	4.7.2014	B	25
6749	ASIAKAS_702	4.7.2014	B	25
8065	ASIAKAS_840	4.7.2014	A	10
8197	ASIAKAS_854	4.7.2014	C	50
8398	ASIAKAS_875	4.7.2014	A	10
8566	ASIAKAS_892	4.7.2014	B	25
9205	ASIAKAS_958	4.7.2014	B	25
9914	ASIAKAS_1042	4.7.2014	D	70
10123	ASIAKAS_1074	4.7.2014	C	50
10134	ASIAKAS_1075	4.7.2014	C	50
10313	ASIAKAS_1102	4.7.2014	C	50
10830	ASIAKAS_1183	4.7.2014	D	70
11536	ASIAKAS_1324	4.7.2014	E	100
11964	ASIAKAS_1447	4.7.2014	E	100
12170	ASIAKAS_1504	4.7.2014	C	50
12334	ASIAKAS_1553	4.7.2014	A	10
12481	ASIAKAS_1594	4.7.2014	E	100
12576	ASIAKAS_1621	4.7.2014	B	25
12594	ASIAKAS_1627	4.7.2014	D	70
12681	ASIAKAS_1654	4.7.2014	C	50
12779	ASIAKAS_1682	4.7.2014	D	70
783	ASIAKAS_82	5.7.2014	A	10
1353	ASIAKAS_142	5.7.2014	A	10
1405	ASIAKAS_147	5.7.2014	C	50
2117	ASIAKAS_222	5.7.2014	C	50
2467	ASIAKAS_259	5.7.2014	B	25
3573	ASIAKAS_376	5.7.2014	B	25
3659	ASIAKAS_385	5.7.2014	B	25
3709	ASIAKAS_390	5.7.2014	C	50
4065	ASIAKAS_427	5.7.2014	A	10
4629	ASIAKAS_485	5.7.2014	B	25
4840	ASIAKAS_506	5.7.2014	A	10
4950	ASIAKAS_517	5.7.2014	C	50
5125	ASIAKAS_535	5.7.2014	B	25
5213	ASIAKAS_544	5.7.2014	B	25
5294	ASIAKAS_553	5.7.2014	C	50
5398	ASIAKAS_563	5.7.2014	C	50
5798	ASIAKAS_604	5.7.2014	B	25
7081	ASIAKAS_736	5.7.2014	C	50
7428	ASIAKAS_773	5.7.2014	B	25
7856	ASIAKAS_818	5.7.2014	A	10
7931	ASIAKAS_826	5.7.2014	C	50
8884	ASIAKAS_925	5.7.2014	B	25
9714	ASIAKAS_1013	5.7.2014	C	50
9756	ASIAKAS_1019	5.7.2014	C	50
10577	ASIAKAS_1143	5.7.2014	D	70
10705	ASIAKAS_1163	5.7.2014	D	70
11187	ASIAKAS_1238	5.7.2014	C	50
11657	ASIAKAS_1359	5.7.2014	D	70
11667	ASIAKAS_1362	5.7.2014	E	100
11674	ASIAKAS_1364	5.7.2014	E	100
11741	ASIAKAS_1384	5.7.2014	D	70
11856	ASIAKAS_1414	5.7.2014	E	100
12102	ASIAKAS_1485	5.7.2014	D	70
12410	ASIAKAS_1574	5.7.2014	B	25
12435	ASIAKAS_1582	5.7.2014	D	70
12447	ASIAKAS_1585	5.7.2014	B	25
12517	ASIAKAS_1604	5.7.2014	C	50
12563	ASIAKAS_1617	5.7.2014	A	10
12728	ASIAKAS_1668	5.7.2014	C	50
133	ASIAKAS_14	6.7.2014	B	25
300	ASIAKAS_32	6.7.2014	B	25
340	ASIAKAS_36	6.7.2014	C	50
650	ASIAKAS_68	6.7.2014	C	50
1190	ASIAKAS_125	6.7.2014	B	25
2252	ASIAKAS_236	6.7.2014	B	25
2291	ASIAKAS_240	6.7.2014	C	50
2690	ASIAKAS_282	6.7.2014	C	50
3296	ASIAKAS_347	6.7.2014	A	10
4582	ASIAKAS_480	6.7.2014	C	50
4583	ASIAKAS_480	6.7.2014	B	25
4951	ASIAKAS_517	6.7.2014	B	25
5391	ASIAKAS_562	6.7.2014	A	10
5399	ASIAKAS_563	6.7.2014	B	25
5599	ASIAKAS_583	6.7.2014	C	50
6109	ASIAKAS_636	6.7.2014	A	10
6117	ASIAKAS_637	6.7.2014	A	10
6982	ASIAKAS_726	6.7.2014	C	50
7204	ASIAKAS_749	6.7.2014	C	50
7224	ASIAKAS_751	6.7.2014	B	25
7506	ASIAKAS_781	6.7.2014	A	10
7538	ASIAKAS_784	6.7.2014	C	50
7822	ASIAKAS_814	6.7.2014	B	25
8066	ASIAKAS_840	6.7.2014	C	50
8575	ASIAKAS_893	6.7.2014	A	10
9413	ASIAKAS_979	6.7.2014	C	50
9578	ASIAKAS_996	6.7.2014	A	10
9696	ASIAKAS_1011	6.7.2014	D	70
9915	ASIAKAS_1042	6.7.2014	C	50
10038	ASIAKAS_1060	6.7.2014	D	70
10254	ASIAKAS_1093	6.7.2014	D	70
10621	ASIAKAS_1150	6.7.2014	C	50
12018	ASIAKAS_1462	6.7.2014	D	70
12371	ASIAKAS_1564	6.7.2014	A	10
12687	ASIAKAS_1656	6.7.2014	D	70
12809	ASIAKAS_1690	6.7.2014	A	10
488	ASIAKAS_51	7.7.2014	B	25
676	ASIAKAS_71	7.7.2014	C	50
1303	ASIAKAS_137	7.7.2014	C	50
1433	ASIAKAS_150	7.7.2014	B	25
1589	ASIAKAS_166	7.7.2014	B	25
1711	ASIAKAS_179	7.7.2014	C	50
2167	ASIAKAS_227	7.7.2014	C	50
2468	ASIAKAS_259	7.7.2014	C	50
2517	ASIAKAS_264	7.7.2014	C	50
2734	ASIAKAS_287	7.7.2014	C	50
2773	ASIAKAS_291	7.7.2014	B	25
2774	ASIAKAS_291	7.7.2014	B	25
3049	ASIAKAS_321	7.7.2014	B	25
3143	ASIAKAS_331	7.7.2014	A	10
3394	ASIAKAS_357	7.7.2014	A	10
4177	ASIAKAS_438	7.7.2014	B	25
4690	ASIAKAS_491	7.7.2014	B	25
4770	ASIAKAS_499	7.7.2014	B	25
4791	ASIAKAS_501	7.7.2014	B	25
5115	ASIAKAS_534	7.7.2014	C	50
5270	ASIAKAS_550	7.7.2014	A	10
5589	ASIAKAS_582	7.7.2014	A	10
6193	ASIAKAS_645	7.7.2014	C	50
6301	ASIAKAS_656	7.7.2014	A	10
6394	ASIAKAS_666	7.7.2014	A	10
7357	ASIAKAS_765	7.7.2014	B	25
7450	ASIAKAS_775	7.7.2014	C	50
7781	ASIAKAS_810	7.7.2014	C	50
7919	ASIAKAS_825	7.7.2014	A	10
8229	ASIAKAS_857	7.7.2014	A	10
8478	ASIAKAS_883	7.7.2014	C	50
8567	ASIAKAS_892	7.7.2014	A	10
9003	ASIAKAS_937	7.7.2014	C	50
9320	ASIAKAS_970	7.7.2014	A	10
9660	ASIAKAS_1005	7.7.2014	D	70
9943	ASIAKAS_1046	7.7.2014	D	70
9976	ASIAKAS_1051	7.7.2014	D	70
10146	ASIAKAS_1077	7.7.2014	C	50
10667	ASIAKAS_1157	7.7.2014	C	50
10717	ASIAKAS_1165	7.7.2014	C	50
11032	ASIAKAS_1214	7.7.2014	D	70
11109	ASIAKAS_1226	7.7.2014	D	70
11759	ASIAKAS_1390	7.7.2014	E	100
11979	ASIAKAS_1451	7.7.2014	E	100
12013	ASIAKAS_1461	7.7.2014	E	100
12294	ASIAKAS_1541	7.7.2014	D	70
12305	ASIAKAS_1545	7.7.2014	E	100
12557	ASIAKAS_1615	7.7.2014	C	50
12810	ASIAKAS_1690	7.7.2014	A	10
3	ASIAKAS_1	8.7.2014	C	50
536	ASIAKAS_56	8.7.2014	C	50
667	ASIAKAS_70	8.7.2014	A	10
1316	ASIAKAS_138	8.7.2014	A	10
1384	ASIAKAS_145	8.7.2014	A	10
1879	ASIAKAS_197	8.7.2014	C	50
2292	ASIAKAS_240	8.7.2014	B	25
3036	ASIAKAS_320	8.7.2014	A	10
3153	ASIAKAS_332	8.7.2014	C	50
3427	ASIAKAS_360	8.7.2014	C	50
3667	ASIAKAS_386	8.7.2014	B	25
4116	ASIAKAS_432	8.7.2014	C	50
4496	ASIAKAS_471	8.7.2014	C	50
4524	ASIAKAS_474	8.7.2014	B	25
4611	ASIAKAS_483	8.7.2014	C	50
5162	ASIAKAS_539	8.7.2014	B	25
5346	ASIAKAS_558	8.7.2014	A	10
5680	ASIAKAS_592	8.7.2014	C	50
6667	ASIAKAS_694	8.7.2014	A	10
7231	ASIAKAS_752	8.7.2014	C	50
7461	ASIAKAS_776	8.7.2014	C	50
7650	ASIAKAS_796	8.7.2014	C	50
7753	ASIAKAS_807	8.7.2014	C	50
8983	ASIAKAS_935	8.7.2014	C	50
9195	ASIAKAS_957	8.7.2014	B	25
9243	ASIAKAS_962	8.7.2014	C	50
9274	ASIAKAS_965	8.7.2014	C	50
9392	ASIAKAS_977	8.7.2014	B	25
10187	ASIAKAS_1083	8.7.2014	D	70
10729	ASIAKAS_1167	8.7.2014	C	50
11490	ASIAKAS_1313	8.7.2014	E	100
12406	ASIAKAS_1573	8.7.2014	A	10
12695	ASIAKAS_1658	8.7.2014	C	50
92	ASIAKAS_10	9.7.2014	C	50
361	ASIAKAS_38	9.7.2014	C	50
668	ASIAKAS_70	9.7.2014	B	25
729	ASIAKAS_76	9.7.2014	C	50
1003	ASIAKAS_105	9.7.2014	A	10
1491	ASIAKAS_156	9.7.2014	B	25
1841	ASIAKAS_193	9.7.2014	C	50
1965	ASIAKAS_206	9.7.2014	B	25
2058	ASIAKAS_216	9.7.2014	C	50
2752	ASIAKAS_289	9.7.2014	A	10
2804	ASIAKAS_294	9.7.2014	C	50
3077	ASIAKAS_324	9.7.2014	C	50
3306	ASIAKAS_348	9.7.2014	A	10
3862	ASIAKAS_406	9.7.2014	C	50
4202	ASIAKAS_441	9.7.2014	C	50
4561	ASIAKAS_478	9.7.2014	C	50
5569	ASIAKAS_580	9.7.2014	C	50
6365	ASIAKAS_663	9.7.2014	A	10
6553	ASIAKAS_682	9.7.2014	C	50
6589	ASIAKAS_686	9.7.2014	B	25
6865	ASIAKAS_714	9.7.2014	C	50
7275	ASIAKAS_757	9.7.2014	B	25
7614	ASIAKAS_792	9.7.2014	C	50
7883	ASIAKAS_821	9.7.2014	B	25
8236	ASIAKAS_858	9.7.2014	B	25
8454	ASIAKAS_881	9.7.2014	B	25
8557	ASIAKAS_891	9.7.2014	B	25
8576	ASIAKAS_893	9.7.2014	B	25
8828	ASIAKAS_919	9.7.2014	A	10
9022	ASIAKAS_939	9.7.2014	A	10
10203	ASIAKAS_1086	9.7.2014	D	70
10408	ASIAKAS_1117	9.7.2014	C	50
11391	ASIAKAS_1285	9.7.2014	D	70
11436	ASIAKAS_1297	9.7.2014	D	70
11691	ASIAKAS_1369	9.7.2014	D	70
11694	ASIAKAS_1370	9.7.2014	D	70
12403	ASIAKAS_1572	9.7.2014	B	25
12582	ASIAKAS_1623	9.7.2014	D	70
604	ASIAKAS_63	10.7.2014	B	25
632	ASIAKAS_66	10.7.2014	A	10
1277	ASIAKAS_134	10.7.2014	B	25
1819	ASIAKAS_191	10.7.2014	A	10
2870	ASIAKAS_301	10.7.2014	B	25
3247	ASIAKAS_342	10.7.2014	C	50
3395	ASIAKAS_357	10.7.2014	C	50
4124	ASIAKAS_433	10.7.2014	C	50
4708	ASIAKAS_493	10.7.2014	B	25
4750	ASIAKAS_497	10.7.2014	C	50
5084	ASIAKAS_531	10.7.2014	B	NA
5786	ASIAKAS_603	10.7.2014	B	25
6318	ASIAKAS_658	10.7.2014	A	10
6349	ASIAKAS_661	10.7.2014	A	10
6491	ASIAKAS_676	10.7.2014	B	25
6513	ASIAKAS_678	10.7.2014	C	50
6601	ASIAKAS_687	10.7.2014	C	50
6872	ASIAKAS_715	10.7.2014	B	25
7507	ASIAKAS_781	10.7.2014	A	10
8101	ASIAKAS_844	10.7.2014	B	25
8115	ASIAKAS_846	10.7.2014	C	50
8291	ASIAKAS_864	10.7.2014	C	50
8568	ASIAKAS_892	10.7.2014	A	10
8681	ASIAKAS_904	10.7.2014	C	50
9010	ASIAKAS_938	10.7.2014	A	10
9402	ASIAKAS_978	10.7.2014	C	50
9442	ASIAKAS_982	10.7.2014	C	50
9636	ASIAKAS_1002	10.7.2014	C	50
10023	ASIAKAS_1058	10.7.2014	D	70
10064	ASIAKAS_1064	10.7.2014	D	70
10891	ASIAKAS_1192	10.7.2014	C	50
11449	ASIAKAS_1301	10.7.2014	E	100
11552	ASIAKAS_1328	10.7.2014	D	70
11663	ASIAKAS_1361	10.7.2014	D	70
11710	ASIAKAS_1375	10.7.2014	D	70
11716	ASIAKAS_1376	10.7.2014	E	100
11926	ASIAKAS_1434	10.7.2014	D	70
290	ASIAKAS_31	11.7.2014	A	10
330	ASIAKAS_35	11.7.2014	C	50
378	ASIAKAS_40	11.7.2014	B	25
412	ASIAKAS_43	11.7.2014	B	25
421	ASIAKAS_44	11.7.2014	B	25
2031	ASIAKAS_213	11.7.2014	B	25
2262	ASIAKAS_237	11.7.2014	C	50
2420	ASIAKAS_254	11.7.2014	C	50
2604	ASIAKAS_273	11.7.2014	A	10
3963	ASIAKAS_416	11.7.2014	C	50
4443	ASIAKAS_465	11.7.2014	A	10
4699	ASIAKAS_492	11.7.2014	B	25
4869	ASIAKAS_509	11.7.2014	A	10
4885	ASIAKAS_510	11.7.2014	A	10
5064	ASIAKAS_529	11.7.2014	C	NA
5116	ASIAKAS_534	11.7.2014	A	10
5551	ASIAKAS_578	11.7.2014	C	50
5818	ASIAKAS_606	11.7.2014	A	10
6546	ASIAKAS_681	11.7.2014	A	10
6812	ASIAKAS_709	11.7.2014	B	25
7021	ASIAKAS_730	11.7.2014	B	25
7394	ASIAKAS_769	11.7.2014	C	50
8116	ASIAKAS_846	11.7.2014	B	25
8117	ASIAKAS_846	11.7.2014	A	10
8547	ASIAKAS_890	11.7.2014	A	10
8625	ASIAKAS_898	11.7.2014	C	50
8840	ASIAKAS_920	11.7.2014	C	50
8897	ASIAKAS_926	11.7.2014	A	10
9611	ASIAKAS_999	11.7.2014	A	10
9643	ASIAKAS_1003	11.7.2014	C	50
9878	ASIAKAS_1036	11.7.2014	C	50
9916	ASIAKAS_1042	11.7.2014	C	50
10002	ASIAKAS_1055	11.7.2014	C	50
10167	ASIAKAS_1080	11.7.2014	D	70
10260	ASIAKAS_1094	11.7.2014	D	70
10483	ASIAKAS_1129	11.7.2014	C	50
10718	ASIAKAS_1165	11.7.2014	D	70
10856	ASIAKAS_1187	11.7.2014	D	70
10881	ASIAKAS_1191	11.7.2014	D	70
11154	ASIAKAS_1233	11.7.2014	D	70
11467	ASIAKAS_1306	11.7.2014	D	70
11893	ASIAKAS_1425	11.7.2014	E	100
12032	ASIAKAS_1465	11.7.2014	E	100
12229	ASIAKAS_1522	11.7.2014	B	25
12300	ASIAKAS_1543	11.7.2014	E	100
12521	ASIAKAS_1605	11.7.2014	E	100
12595	ASIAKAS_1627	11.7.2014	C	50
12631	ASIAKAS_1638	11.7.2014	A	10
507	ASIAKAS_53	12.7.2014	C	50
688	ASIAKAS_72	12.7.2014	B	25
1278	ASIAKAS_134	12.7.2014	B	25
1304	ASIAKAS_137	12.7.2014	B	25
1406	ASIAKAS_147	12.7.2014	A	10
1653	ASIAKAS_173	12.7.2014	A	10
1853	ASIAKAS_194	12.7.2014	B	25
2678	ASIAKAS_281	12.7.2014	C	50
2976	ASIAKAS_313	12.7.2014	C	50
4017	ASIAKAS_422	12.7.2014	B	25
4535	ASIAKAS_475	12.7.2014	A	10
5260	ASIAKAS_549	12.7.2014	B	25
5347	ASIAKAS_558	12.7.2014	A	10
5590	ASIAKAS_582	12.7.2014	C	50
5896	ASIAKAS_614	12.7.2014	C	50
6405	ASIAKAS_667	12.7.2014	A	10
6738	ASIAKAS_701	12.7.2014	A	10
6970	ASIAKAS_725	12.7.2014	A	10
6983	ASIAKAS_726	12.7.2014	C	50
7030	ASIAKAS_731	12.7.2014	C	50
7336	ASIAKAS_763	12.7.2014	A	10
7419	ASIAKAS_772	12.7.2014	B	25
7438	ASIAKAS_774	12.7.2014	A	10
7522	ASIAKAS_782	12.7.2014	B	25
8036	ASIAKAS_837	12.7.2014	B	25
8859	ASIAKAS_922	12.7.2014	C	50
8867	ASIAKAS_923	12.7.2014	A	10
8915	ASIAKAS_928	12.7.2014	C	50
9053	ASIAKAS_942	12.7.2014	A	10
9506	ASIAKAS_989	12.7.2014	C	50
9559	ASIAKAS_994	12.7.2014	B	25
9962	ASIAKAS_1049	12.7.2014	D	70
10204	ASIAKAS_1086	12.7.2014	D	70
10578	ASIAKAS_1143	12.7.2014	D	70
10769	ASIAKAS_1174	12.7.2014	C	50
10876	ASIAKAS_1190	12.7.2014	C	50
11199	ASIAKAS_1240	12.7.2014	C	50
11523	ASIAKAS_1321	12.7.2014	D	70
11583	ASIAKAS_1337	12.7.2014	E	100
11754	ASIAKAS_1388	12.7.2014	D	70
11939	ASIAKAS_1438	12.7.2014	E	100
12684	ASIAKAS_1655	12.7.2014	A	10
54	ASIAKAS_6	13.7.2014	A	10
141	ASIAKAS_15	13.7.2014	C	50
897	ASIAKAS_94	13.7.2014	A	10
1325	ASIAKAS_139	13.7.2014	C	50
1546	ASIAKAS_162	13.7.2014	B	25
2508	ASIAKAS_263	13.7.2014	C	50
2564	ASIAKAS_269	13.7.2014	B	25
2775	ASIAKAS_291	13.7.2014	C	50
2871	ASIAKAS_301	13.7.2014	C	50
3248	ASIAKAS_342	13.7.2014	B	25
3314	ASIAKAS_349	13.7.2014	B	25
4077	ASIAKAS_428	13.7.2014	B	25
4458	ASIAKAS_467	13.7.2014	A	10
4660	ASIAKAS_488	13.7.2014	A	10
4680	ASIAKAS_490	13.7.2014	C	50
5000	ASIAKAS_522	13.7.2014	B	NA
5001	ASIAKAS_522	13.7.2014	B	NA
6069	ASIAKAS_632	13.7.2014	A	10
6535	ASIAKAS_680	13.7.2014	A	10
7364	ASIAKAS_766	13.7.2014	B	25
7402	ASIAKAS_770	13.7.2014	A	10
7704	ASIAKAS_802	13.7.2014	C	50
8130	ASIAKAS_847	13.7.2014	A	10
8437	ASIAKAS_879	13.7.2014	B	25
9063	ASIAKAS_943	13.7.2014	C	50
9539	ASIAKAS_992	13.7.2014	B	25
10124	ASIAKAS_1074	13.7.2014	C	50
10140	ASIAKAS_1076	13.7.2014	C	50
10622	ASIAKAS_1150	13.7.2014	D	70
10985	ASIAKAS_1207	13.7.2014	D	70
11068	ASIAKAS_1220	13.7.2014	D	70
11413	ASIAKAS_1291	13.7.2014	D	70
11524	ASIAKAS_1321	13.7.2014	D	70
11692	ASIAKAS_1369	13.7.2014	D	70
12162	ASIAKAS_1501	13.7.2014	A	10
4	ASIAKAS_1	14.7.2014	A	10
401	ASIAKAS_42	14.7.2014	A	10
633	ASIAKAS_66	14.7.2014	B	25
1238	ASIAKAS_130	14.7.2014	A	10
1270	ASIAKAS_133	14.7.2014	A	10
1880	ASIAKAS_197	14.7.2014	C	50
2005	ASIAKAS_210	14.7.2014	A	10
2280	ASIAKAS_239	14.7.2014	C	50
2557	ASIAKAS_268	14.7.2014	A	10
2615	ASIAKAS_274	14.7.2014	A	10
2706	ASIAKAS_284	14.7.2014	A	10
3232	ASIAKAS_340	14.7.2014	C	50
3249	ASIAKAS_342	14.7.2014	A	10
3537	ASIAKAS_372	14.7.2014	B	25
4513	ASIAKAS_473	14.7.2014	B	25
4893	ASIAKAS_511	14.7.2014	B	25
5643	ASIAKAS_588	14.7.2014	C	50
6138	ASIAKAS_639	14.7.2014	B	25
6253	ASIAKAS_651	14.7.2014	A	10
7160	ASIAKAS_744	14.7.2014	C	50
7498	ASIAKAS_780	14.7.2014	C	50
7569	ASIAKAS_787	14.7.2014	B	25
7989	ASIAKAS_832	14.7.2014	C	50
8054	ASIAKAS_839	14.7.2014	A	10
8499	ASIAKAS_885	14.7.2014	A	10
8719	ASIAKAS_908	14.7.2014	A	10
8885	ASIAKAS_925	14.7.2014	A	10
9155	ASIAKAS_953	14.7.2014	C	50
9244	ASIAKAS_962	14.7.2014	C	50
9285	ASIAKAS_966	14.7.2014	B	25
9336	ASIAKAS_971	14.7.2014	C	50
9840	ASIAKAS_1031	14.7.2014	C	50
9868	ASIAKAS_1035	14.7.2014	D	70
9947	ASIAKAS_1047	14.7.2014	C	50
10836	ASIAKAS_1184	14.7.2014	C	50
11150	ASIAKAS_1232	14.7.2014	D	70
